date,sitename,county,aqi,status
24-08-2023 20:00,Annan,Tainan City,22,Good
24-08-2023 19:00,Annan,Tainan City,25,Good
24-08-2023 18:00,Annan,Tainan City,27,Good
24-08-2023 17:00,Annan,Tainan City,29,Good
24-08-2023 16:00,Annan,Tainan City,28,Good
24-08-2023 15:00,Annan,Tainan City,27,Good
24-08-2023 14:00,Annan,Tainan City,25,Good
24-08-2023 13:00,Annan,Tainan City,23,Good
24-08-2023 12:00,Annan,Tainan City,23,Good
24-08-2023 11:00,Annan,Tainan City,20,Good
24-08-2023 10:00,Annan,Tainan City,20,Good
24-08-2023 09:00,Annan,Tainan City,18,Good
24-08-2023 08:00,Annan,Tainan City,17,Good
24-08-2023 07:00,Annan,Tainan City,16,Good
24-08-2023 06:00,Annan,Tainan City,15,Good
24-08-2023 05:00,Annan,Tainan City,14,Good
24-08-2023 04:00,Annan,Tainan City,13,Good
24-08-2023 03:00,Annan,Tainan City,17,Good
24-08-2023 02:00,Annan,Tainan City,17,Good
24-08-2023 01:00,Annan,Tainan City,18,Good
24-08-2023 00:00,Annan,Tainan City,22,Good
23-08-2023 23:00,Annan,Tainan City,17,Good
23-08-2023 22:00,Annan,Tainan City,18,Good
23-08-2023 21:00,Annan,Tainan City,19,Good
23-08-2023 20:00,Annan,Tainan City,20,Good
23-08-2023 19:00,Annan,Tainan City,22,Good
23-08-2023 18:00,Annan,Tainan City,25,Good
23-08-2023 17:00,Annan,Tainan City,26,Good
23-08-2023 16:00,Annan,Tainan City,26,Good
23-08-2023 15:00,Annan,Tainan City,25,Good
23-08-2023 14:00,Annan,Tainan City,22,Good
23-08-2023 13:00,Annan,Tainan City,19,Good
23-08-2023 12:00,Annan,Tainan City,19,Good
23-08-2023 11:00,Annan,Tainan City,19,Good
23-08-2023 10:00,Annan,Tainan City,21,Good
23-08-2023 09:00,Annan,Tainan City,19,Good
23-08-2023 08:00,Annan,Tainan City,17,Good
23-08-2023 07:00,Annan,Tainan City,18,Good
23-08-2023 06:00,Annan,Tainan City,17,Good
23-08-2023 05:00,Annan,Tainan City,12,Good
23-08-2023 04:00,Annan,Tainan City,13,Good
23-08-2023 03:00,Annan,Tainan City,14,Good
23-08-2023 02:00,Annan,Tainan City,16,Good
23-08-2023 01:00,Annan,Tainan City,17,Good
23-08-2023 00:00,Annan,Tainan City,19,Good
22-08-2023 23:00,Annan,Tainan City,19,Good
22-08-2023 22:00,Annan,Tainan City,19,Good
22-08-2023 21:00,Annan,Tainan City,19,Good
22-08-2023 20:00,Annan,Tainan City,19,Good
22-08-2023 19:00,Annan,Tainan City,19,Good
22-08-2023 18:00,Annan,Tainan City,20,Good
22-08-2023 17:00,Annan,Tainan City,20,Good
22-08-2023 16:00,Annan,Tainan City,21,Good
22-08-2023 15:00,Annan,Tainan City,20,Good
22-08-2023 14:00,Annan,Tainan City,19,Good
22-08-2023 13:00,Annan,Tainan City,16,Good
22-08-2023 10:00,Annan,Tainan City,15,Good
22-08-2023 09:00,Annan,Tainan City,16,Good
22-08-2023 08:00,Annan,Tainan City,17,Good
22-08-2023 07:00,Annan,Tainan City,17,Good
22-08-2023 06:00,Annan,Tainan City,18,Good
22-08-2023 05:00,Annan,Tainan City,15,Good
22-08-2023 04:00,Annan,Tainan City,13,Good
22-08-2023 03:00,Annan,Tainan City,15,Good
22-08-2023 02:00,Annan,Tainan City,16,Good
22-08-2023 01:00,Annan,Tainan City,18,Good
22-08-2023 00:00,Annan,Tainan City,19,Good
21-08-2023 23:00,Annan,Tainan City,20,Good
21-08-2023 22:00,Annan,Tainan City,21,Good
21-08-2023 21:00,Annan,Tainan City,22,Good
21-08-2023 20:00,Annan,Tainan City,23,Good
21-08-2023 19:00,Annan,Tainan City,22,Good
21-08-2023 18:00,Annan,Tainan City,24,Good
21-08-2023 17:00,Annan,Tainan City,25,Good
21-08-2023 16:00,Annan,Tainan City,24,Good
21-08-2023 15:00,Annan,Tainan City,22,Good
21-08-2023 14:00,Annan,Tainan City,19,Good
21-08-2023 13:00,Annan,Tainan City,18,Good
21-08-2023 12:00,Annan,Tainan City,16,Good
21-08-2023 11:00,Annan,Tainan City,14,Good
21-08-2023 10:00,Annan,Tainan City,14,Good
21-08-2023 09:00,Annan,Tainan City,14,Good
21-08-2023 08:00,Annan,Tainan City,14,Good
21-08-2023 07:00,Annan,Tainan City,13,Good
21-08-2023 06:00,Annan,Tainan City,13,Good
21-08-2023 05:00,Annan,Tainan City,12,Good
21-08-2023 04:00,Annan,Tainan City,14,Good
21-08-2023 03:00,Annan,Tainan City,16,Good
21-08-2023 02:00,Annan,Tainan City,17,Good
21-08-2023 01:00,Annan,Tainan City,18,Good
21-08-2023 00:00,Annan,Tainan City,19,Good
20-08-2023 23:00,Annan,Tainan City,19,Good
20-08-2023 22:00,Annan,Tainan City,19,Good
20-08-2023 21:00,Annan,Tainan City,21,Good
20-08-2023 20:00,Annan,Tainan City,23,Good
20-08-2023 19:00,Annan,Tainan City,24,Good
20-08-2023 18:00,Annan,Tainan City,25,Good
20-08-2023 17:00,Annan,Tainan City,25,Good
20-08-2023 16:00,Annan,Tainan City,23,Good
20-08-2023 15:00,Annan,Tainan City,22,Good
20-08-2023 14:00,Annan,Tainan City,20,Good
20-08-2023 13:00,Annan,Tainan City,18,Good
20-08-2023 12:00,Annan,Tainan City,15,Good
20-08-2023 11:00,Annan,Tainan City,13,Good
20-08-2023 10:00,Annan,Tainan City,14,Good
20-08-2023 09:00,Annan,Tainan City,15,Good
20-08-2023 08:00,Annan,Tainan City,16,Good
20-08-2023 07:00,Annan,Tainan City,18,Good
20-08-2023 06:00,Annan,Tainan City,21,Good
20-08-2023 05:00,Annan,Tainan City,21,Good
20-08-2023 04:00,Annan,Tainan City,21,Good
20-08-2023 03:00,Annan,Tainan City,21,Good
20-08-2023 02:00,Annan,Tainan City,21,Good
20-08-2023 01:00,Annan,Tainan City,23,Good
20-08-2023 00:00,Annan,Tainan City,25,Good
19-08-2023 23:00,Annan,Tainan City,22,Good
19-08-2023 22:00,Annan,Tainan City,21,Good
19-08-2023 21:00,Annan,Tainan City,20,Good
19-08-2023 20:00,Annan,Tainan City,20,Good
19-08-2023 19:00,Annan,Tainan City,21,Good
19-08-2023 18:00,Annan,Tainan City,21,Good
19-08-2023 17:00,Annan,Tainan City,20,Good
19-08-2023 16:00,Annan,Tainan City,23,Good
19-08-2023 15:00,Annan,Tainan City,25,Good
19-08-2023 14:00,Annan,Tainan City,27,Good
19-08-2023 13:00,Annan,Tainan City,27,Good
19-08-2023 12:00,Annan,Tainan City,25,Good
19-08-2023 11:00,Annan,Tainan City,25,Good
19-08-2023 10:00,Annan,Tainan City,27,Good
19-08-2023 09:00,Annan,Tainan City,19,Good
19-08-2023 08:00,Annan,Tainan City,19,Good
19-08-2023 07:00,Annan,Tainan City,19,Good
19-08-2023 06:00,Annan,Tainan City,20,Good
19-08-2023 05:00,Annan,Tainan City,21,Good
19-08-2023 04:00,Annan,Tainan City,21,Good
19-08-2023 03:00,Annan,Tainan City,21,Good
19-08-2023 02:00,Annan,Tainan City,21,Good
19-08-2023 01:00,Annan,Tainan City,22,Good
19-08-2023 00:00,Annan,Tainan City,30,Good
18-08-2023 23:00,Annan,Tainan City,24,Good
18-08-2023 22:00,Annan,Tainan City,25,Good
18-08-2023 21:00,Annan,Tainan City,27,Good
18-08-2023 20:00,Annan,Tainan City,31,Good
18-08-2023 19:00,Annan,Tainan City,33,Good
18-08-2023 18:00,Annan,Tainan City,34,Good
18-08-2023 17:00,Annan,Tainan City,33,Good
18-08-2023 16:00,Annan,Tainan City,31,Good
18-08-2023 15:00,Annan,Tainan City,30,Good
18-08-2023 14:00,Annan,Tainan City,29,Good
18-08-2023 13:00,Annan,Tainan City,35,Good
18-08-2023 12:00,Annan,Tainan City,40,Good
18-08-2023 11:00,Annan,Tainan City,41,Good
18-08-2023 10:00,Annan,Tainan City,41,Good
18-08-2023 09:00,Annan,Tainan City,35,Good
18-08-2023 08:00,Annan,Tainan City,32,Good
18-08-2023 07:00,Annan,Tainan City,33,Good
18-08-2023 06:00,Annan,Tainan City,36,Good
18-08-2023 05:00,Annan,Tainan City,40,Good
18-08-2023 04:00,Annan,Tainan City,45,Good
18-08-2023 03:00,Annan,Tainan City,51,Moderate
18-08-2023 02:00,Annan,Tainan City,52,Moderate
18-08-2023 01:00,Annan,Tainan City,53,Moderate
18-08-2023 00:00,Annan,Tainan City,54,Moderate
17-08-2023 23:00,Annan,Tainan City,53,Moderate
17-08-2023 22:00,Annan,Tainan City,52,Moderate
17-08-2023 21:00,Annan,Tainan City,48,Good
17-08-2023 20:00,Annan,Tainan City,40,Good
17-08-2023 19:00,Annan,Tainan City,31,Good
17-08-2023 18:00,Annan,Tainan City,27,Good
17-08-2023 17:00,Annan,Tainan City,25,Good
17-08-2023 16:00,Annan,Tainan City,25,Good
17-08-2023 15:00,Annan,Tainan City,30,Good
17-08-2023 14:00,Annan,Tainan City,32,Good
17-08-2023 13:00,Annan,Tainan City,33,Good
17-08-2023 12:00,Annan,Tainan City,35,Good
17-08-2023 11:00,Annan,Tainan City,32,Good
17-08-2023 10:00,Annan,Tainan City,28,Good
17-08-2023 09:00,Annan,Tainan City,28,Good
17-08-2023 08:00,Annan,Tainan City,28,Good
17-08-2023 07:00,Annan,Tainan City,32,Good
17-08-2023 06:00,Annan,Tainan City,35,Good
17-08-2023 05:00,Annan,Tainan City,38,Good
17-08-2023 04:00,Annan,Tainan City,39,Good
17-08-2023 03:00,Annan,Tainan City,36,Good
17-08-2023 02:00,Annan,Tainan City,35,Good
17-08-2023 01:00,Annan,Tainan City,35,Good
17-08-2023 00:00,Annan,Tainan City,37,Good
16-08-2023 23:00,Annan,Tainan City,40,Good
16-08-2023 22:00,Annan,Tainan City,41,Good
16-08-2023 21:00,Annan,Tainan City,44,Good
16-08-2023 20:00,Annan,Tainan City,43,Good
16-08-2023 19:00,Annan,Tainan City,41,Good
16-08-2023 18:00,Annan,Tainan City,41,Good
16-08-2023 17:00,Annan,Tainan City,40,Good
16-08-2023 16:00,Annan,Tainan City,39,Good
16-08-2023 15:00,Annan,Tainan City,39,Good
16-08-2023 14:00,Annan,Tainan City,40,Good
16-08-2023 13:00,Annan,Tainan City,42,Good
16-08-2023 12:00,Annan,Tainan City,44,Good
16-08-2023 11:00,Annan,Tainan City,46,Good
16-08-2023 10:00,Annan,Tainan City,44,Good
16-08-2023 09:00,Annan,Tainan City,41,Good
16-08-2023 08:00,Annan,Tainan City,40,Good
16-08-2023 07:00,Annan,Tainan City,37,Good
16-08-2023 06:00,Annan,Tainan City,41,Good
16-08-2023 05:00,Annan,Tainan City,43,Good
16-08-2023 04:00,Annan,Tainan City,44,Good
16-08-2023 03:00,Annan,Tainan City,47,Good
16-08-2023 02:00,Annan,Tainan City,45,Good
16-08-2023 01:00,Annan,Tainan City,43,Good
16-08-2023 00:00,Annan,Tainan City,41,Good
15-08-2023 23:00,Annan,Tainan City,39,Good
15-08-2023 22:00,Annan,Tainan City,38,Good
15-08-2023 21:00,Annan,Tainan City,37,Good
15-08-2023 20:00,Annan,Tainan City,37,Good
15-08-2023 19:00,Annan,Tainan City,39,Good
15-08-2023 18:00,Annan,Tainan City,39,Good
15-08-2023 17:00,Annan,Tainan City,40,Good
15-08-2023 16:00,Annan,Tainan City,40,Good
15-08-2023 15:00,Annan,Tainan City,37,Good
15-08-2023 14:00,Annan,Tainan City,37,Good
15-08-2023 13:00,Annan,Tainan City,36,Good
15-08-2023 12:00,Annan,Tainan City,37,Good
15-08-2023 11:00,Annan,Tainan City,38,Good
15-08-2023 10:00,Annan,Tainan City,38,Good
15-08-2023 09:00,Annan,Tainan City,39,Good
15-08-2023 08:00,Annan,Tainan City,37,Good
15-08-2023 07:00,Annan,Tainan City,36,Good
15-08-2023 06:00,Annan,Tainan City,35,Good
15-08-2023 05:00,Annan,Tainan City,34,Good
15-08-2023 04:00,Annan,Tainan City,36,Good
15-08-2023 03:00,Annan,Tainan City,43,Good
15-08-2023 02:00,Annan,Tainan City,49,Good
15-08-2023 01:00,Annan,Tainan City,48,Good
15-08-2023 00:00,Annan,Tainan City,50,Good
14-08-2023 23:00,Annan,Tainan City,49,Good
14-08-2023 22:00,Annan,Tainan City,42,Good
14-08-2023 21:00,Annan,Tainan City,42,Good
14-08-2023 20:00,Annan,Tainan City,37,Good
14-08-2023 19:00,Annan,Tainan City,29,Good
14-08-2023 18:00,Annan,Tainan City,28,Good
14-08-2023 17:00,Annan,Tainan City,26,Good
14-08-2023 16:00,Annan,Tainan City,24,Good
14-08-2023 15:00,Annan,Tainan City,26,Good
14-08-2023 14:00,Annan,Tainan City,28,Good
14-08-2023 13:00,Annan,Tainan City,29,Good
14-08-2023 12:00,Annan,Tainan City,30,Good
14-08-2023 11:00,Annan,Tainan City,29,Good
14-08-2023 10:00,Annan,Tainan City,29,Good
14-08-2023 09:00,Annan,Tainan City,28,Good
14-08-2023 08:00,Annan,Tainan City,25,Good
14-08-2023 07:00,Annan,Tainan City,26,Good
14-08-2023 06:00,Annan,Tainan City,27,Good
14-08-2023 05:00,Annan,Tainan City,29,Good
14-08-2023 04:00,Annan,Tainan City,35,Good
14-08-2023 03:00,Annan,Tainan City,38,Good
14-08-2023 02:00,Annan,Tainan City,39,Good
14-08-2023 01:00,Annan,Tainan City,38,Good
14-08-2023 00:00,Annan,Tainan City,34,Good
13-08-2023 23:00,Annan,Tainan City,34,Good
13-08-2023 22:00,Annan,Tainan City,33,Good
13-08-2023 21:00,Annan,Tainan City,31,Good
13-08-2023 20:00,Annan,Tainan City,31,Good
13-08-2023 19:00,Annan,Tainan City,32,Good
13-08-2023 18:00,Annan,Tainan City,32,Good
13-08-2023 17:00,Annan,Tainan City,32,Good
13-08-2023 16:00,Annan,Tainan City,31,Good
13-08-2023 15:00,Annan,Tainan City,25,Good
13-08-2023 14:00,Annan,Tainan City,24,Good
13-08-2023 13:00,Annan,Tainan City,26,Good
13-08-2023 12:00,Annan,Tainan City,28,Good
13-08-2023 11:00,Annan,Tainan City,29,Good
13-08-2023 10:00,Annan,Tainan City,31,Good
13-08-2023 09:00,Annan,Tainan City,31,Good
13-08-2023 08:00,Annan,Tainan City,30,Good
13-08-2023 07:00,Annan,Tainan City,28,Good
13-08-2023 06:00,Annan,Tainan City,24,Good
13-08-2023 05:00,Annan,Tainan City,21,Good
13-08-2023 04:00,Annan,Tainan City,20,Good
13-08-2023 03:00,Annan,Tainan City,22,Good
13-08-2023 02:00,Annan,Tainan City,23,Good
13-08-2023 01:00,Annan,Tainan City,26,Good
13-08-2023 00:00,Annan,Tainan City,30,Good
12-08-2023 23:00,Annan,Tainan City,33,Good
12-08-2023 22:00,Annan,Tainan City,34,Good
12-08-2023 21:00,Annan,Tainan City,34,Good
12-08-2023 20:00,Annan,Tainan City,31,Good
12-08-2023 19:00,Annan,Tainan City,29,Good
12-08-2023 18:00,Annan,Tainan City,28,Good
12-08-2023 17:00,Annan,Tainan City,27,Good
12-08-2023 16:00,Annan,Tainan City,26,Good
12-08-2023 15:00,Annan,Tainan City,27,Good
12-08-2023 14:00,Annan,Tainan City,29,Good
12-08-2023 13:00,Annan,Tainan City,29,Good
12-08-2023 12:00,Annan,Tainan City,31,Good
12-08-2023 11:00,Annan,Tainan City,33,Good
12-08-2023 10:00,Annan,Tainan City,34,Good
12-08-2023 09:00,Annan,Tainan City,34,Good
12-08-2023 08:00,Annan,Tainan City,35,Good
12-08-2023 07:00,Annan,Tainan City,35,Good
12-08-2023 06:00,Annan,Tainan City,39,Good
12-08-2023 05:00,Annan,Tainan City,42,Good
12-08-2023 04:00,Annan,Tainan City,42,Good
12-08-2023 03:00,Annan,Tainan City,42,Good
12-08-2023 02:00,Annan,Tainan City,37,Good
12-08-2023 01:00,Annan,Tainan City,33,Good
12-08-2023 00:00,Annan,Tainan City,32,Good
11-08-2023 23:00,Annan,Tainan City,35,Good
11-08-2023 22:00,Annan,Tainan City,35,Good
11-08-2023 21:00,Annan,Tainan City,34,Good
11-08-2023 20:00,Annan,Tainan City,45,Good
11-08-2023 19:00,Annan,Tainan City,40,Good
11-08-2023 18:00,Annan,Tainan City,31,Good
11-08-2023 17:00,Annan,Tainan City,30,Good
11-08-2023 16:00,Annan,Tainan City,29,Good
11-08-2023 15:00,Annan,Tainan City,28,Good
11-08-2023 14:00,Annan,Tainan City,32,Good
11-08-2023 13:00,Annan,Tainan City,34,Good
11-08-2023 12:00,Annan,Tainan City,30,Good
11-08-2023 11:00,Annan,Tainan City,28,Good
11-08-2023 10:00,Annan,Tainan City,32,Good
11-08-2023 09:00,Annan,Tainan City,35,Good
11-08-2023 08:00,Annan,Tainan City,25,Good
11-08-2023 07:00,Annan,Tainan City,28,Good
11-08-2023 06:00,Annan,Tainan City,37,Good
11-08-2023 05:00,Annan,Tainan City,42,Good
11-08-2023 04:00,Annan,Tainan City,43,Good
11-08-2023 03:00,Annan,Tainan City,46,Good
11-08-2023 02:00,Annan,Tainan City,49,Good
11-08-2023 01:00,Annan,Tainan City,51,Moderate
11-08-2023 00:00,Annan,Tainan City,54,Moderate
10-08-2023 23:00,Annan,Tainan City,55,Moderate
10-08-2023 22:00,Annan,Tainan City,55,Moderate
10-08-2023 21:00,Annan,Tainan City,,
10-08-2023 20:00,Annan,Tainan City,56,Moderate
10-08-2023 19:00,Annan,Tainan City,55,Moderate
10-08-2023 18:00,Annan,Tainan City,53,Moderate
10-08-2023 17:00,Annan,Tainan City,48,Good
10-08-2023 16:00,Annan,Tainan City,40,Good
10-08-2023 15:00,Annan,Tainan City,38,Good
10-08-2023 14:00,Annan,Tainan City,30,Good
10-08-2023 13:00,Annan,Tainan City,37,Good
10-08-2023 12:00,Annan,Tainan City,40,Good
10-08-2023 11:00,Annan,Tainan City,30,Good
10-08-2023 10:00,Annan,Tainan City,17,Good
10-08-2023 09:00,Annan,Tainan City,25,Good
10-08-2023 08:00,Annan,Tainan City,19,Good
10-08-2023 07:00,Annan,Tainan City,21,Good
10-08-2023 06:00,Annan,Tainan City,24,Good
10-08-2023 05:00,Annan,Tainan City,27,Good
10-08-2023 04:00,Annan,Tainan City,28,Good
10-08-2023 03:00,Annan,Tainan City,31,Good
10-08-2023 02:00,Annan,Tainan City,32,Good
10-08-2023 01:00,Annan,Tainan City,32,Good
10-08-2023 00:00,Annan,Tainan City,34,Good
09-08-2023 23:00,Annan,Tainan City,30,Good
09-08-2023 22:00,Annan,Tainan City,28,Good
09-08-2023 21:00,Annan,Tainan City,28,Good
09-08-2023 20:00,Annan,Tainan City,28,Good
09-08-2023 19:00,Annan,Tainan City,30,Good
09-08-2023 18:00,Annan,Tainan City,31,Good
09-08-2023 17:00,Annan,Tainan City,30,Good
09-08-2023 16:00,Annan,Tainan City,29,Good
09-08-2023 15:00,Annan,Tainan City,26,Good
09-08-2023 14:00,Annan,Tainan City,23,Good
09-08-2023 13:00,Annan,Tainan City,21,Good
09-08-2023 12:00,Annan,Tainan City,22,Good
09-08-2023 11:00,Annan,Tainan City,21,Good
09-08-2023 10:00,Annan,Tainan City,21,Good
09-08-2023 09:00,Annan,Tainan City,20,Good
09-08-2023 08:00,Annan,Tainan City,21,Good
09-08-2023 07:00,Annan,Tainan City,24,Good
09-08-2023 06:00,Annan,Tainan City,27,Good
09-08-2023 05:00,Annan,Tainan City,31,Good
09-08-2023 04:00,Annan,Tainan City,34,Good
09-08-2023 03:00,Annan,Tainan City,34,Good
09-08-2023 02:00,Annan,Tainan City,34,Good
09-08-2023 01:00,Annan,Tainan City,33,Good
09-08-2023 00:00,Annan,Tainan City,31,Good
08-08-2023 23:00,Annan,Tainan City,31,Good
08-08-2023 22:00,Annan,Tainan City,30,Good
08-08-2023 21:00,Annan,Tainan City,31,Good
08-08-2023 20:00,Annan,Tainan City,31,Good
08-08-2023 19:00,Annan,Tainan City,28,Good
08-08-2023 18:00,Annan,Tainan City,28,Good
08-08-2023 17:00,Annan,Tainan City,28,Good
08-08-2023 16:00,Annan,Tainan City,29,Good
08-08-2023 15:00,Annan,Tainan City,30,Good
08-08-2023 14:00,Annan,Tainan City,30,Good
08-08-2023 13:00,Annan,Tainan City,31,Good
08-08-2023 12:00,Annan,Tainan City,31,Good
08-08-2023 11:00,Annan,Tainan City,31,Good
08-08-2023 10:00,Annan,Tainan City,32,Good
08-08-2023 09:00,Annan,Tainan City,31,Good
08-08-2023 08:00,Annan,Tainan City,31,Good
08-08-2023 07:00,Annan,Tainan City,30,Good
08-08-2023 06:00,Annan,Tainan City,30,Good
08-08-2023 05:00,Annan,Tainan City,28,Good
08-08-2023 04:00,Annan,Tainan City,29,Good
08-08-2023 03:00,Annan,Tainan City,30,Good
08-08-2023 02:00,Annan,Tainan City,30,Good
08-08-2023 01:00,Annan,Tainan City,30,Good
08-08-2023 00:00,Annan,Tainan City,30,Good
07-08-2023 23:00,Annan,Tainan City,32,Good
07-08-2023 22:00,Annan,Tainan City,35,Good
07-08-2023 21:00,Annan,Tainan City,37,Good
07-08-2023 20:00,Annan,Tainan City,39,Good
07-08-2023 19:00,Annan,Tainan City,41,Good
07-08-2023 18:00,Annan,Tainan City,41,Good
07-08-2023 17:00,Annan,Tainan City,40,Good
07-08-2023 16:00,Annan,Tainan City,39,Good
07-08-2023 15:00,Annan,Tainan City,37,Good
07-08-2023 14:00,Annan,Tainan City,33,Good
07-08-2023 13:00,Annan,Tainan City,34,Good
07-08-2023 12:00,Annan,Tainan City,32,Good
07-08-2023 11:00,Annan,Tainan City,31,Good
07-08-2023 10:00,Annan,Tainan City,33,Good
07-08-2023 09:00,Annan,Tainan City,31,Good
07-08-2023 08:00,Annan,Tainan City,31,Good
07-08-2023 07:00,Annan,Tainan City,33,Good
07-08-2023 06:00,Annan,Tainan City,33,Good
07-08-2023 05:00,Annan,Tainan City,36,Good
07-08-2023 04:00,Annan,Tainan City,36,Good
07-08-2023 03:00,Annan,Tainan City,37,Good
07-08-2023 02:00,Annan,Tainan City,37,Good
07-08-2023 01:00,Annan,Tainan City,37,Good
07-08-2023 00:00,Annan,Tainan City,38,Good
06-08-2023 23:00,Annan,Tainan City,36,Good
06-08-2023 22:00,Annan,Tainan City,36,Good
06-08-2023 21:00,Annan,Tainan City,37,Good
06-08-2023 20:00,Annan,Tainan City,39,Good
06-08-2023 19:00,Annan,Tainan City,41,Good
06-08-2023 18:00,Annan,Tainan City,42,Good
06-08-2023 17:00,Annan,Tainan City,41,Good
06-08-2023 16:00,Annan,Tainan City,38,Good
06-08-2023 15:00,Annan,Tainan City,38,Good
06-08-2023 14:00,Annan,Tainan City,37,Good
06-08-2023 13:00,Annan,Tainan City,37,Good
06-08-2023 12:00,Annan,Tainan City,38,Good
06-08-2023 11:00,Annan,Tainan City,38,Good
06-08-2023 10:00,Annan,Tainan City,37,Good
06-08-2023 09:00,Annan,Tainan City,36,Good
06-08-2023 08:00,Annan,Tainan City,35,Good
06-08-2023 07:00,Annan,Tainan City,34,Good
06-08-2023 06:00,Annan,Tainan City,35,Good
06-08-2023 05:00,Annan,Tainan City,33,Good
06-08-2023 04:00,Annan,Tainan City,32,Good
06-08-2023 03:00,Annan,Tainan City,32,Good
06-08-2023 02:00,Annan,Tainan City,32,Good
06-08-2023 01:00,Annan,Tainan City,32,Good
06-08-2023 00:00,Annan,Tainan City,32,Good
05-08-2023 23:00,Annan,Tainan City,35,Good
05-08-2023 22:00,Annan,Tainan City,37,Good
05-08-2023 21:00,Annan,Tainan City,39,Good
05-08-2023 20:00,Annan,Tainan City,36,Good
05-08-2023 19:00,Annan,Tainan City,37,Good
05-08-2023 18:00,Annan,Tainan City,36,Good
05-08-2023 17:00,Annan,Tainan City,34,Good
05-08-2023 16:00,Annan,Tainan City,32,Good
05-08-2023 15:00,Annan,Tainan City,31,Good
05-08-2023 14:00,Annan,Tainan City,31,Good
05-08-2023 13:00,Annan,Tainan City,32,Good
05-08-2023 12:00,Annan,Tainan City,35,Good
05-08-2023 11:00,Annan,Tainan City,36,Good
05-08-2023 10:00,Annan,Tainan City,37,Good
05-08-2023 09:00,Annan,Tainan City,37,Good
05-08-2023 08:00,Annan,Tainan City,38,Good
05-08-2023 07:00,Annan,Tainan City,36,Good
05-08-2023 06:00,Annan,Tainan City,37,Good
05-08-2023 05:00,Annan,Tainan City,36,Good
05-08-2023 04:00,Annan,Tainan City,31,Good
05-08-2023 03:00,Annan,Tainan City,31,Good
05-08-2023 02:00,Annan,Tainan City,29,Good
05-08-2023 01:00,Annan,Tainan City,29,Good
05-08-2023 00:00,Annan,Tainan City,30,Good
04-08-2023 23:00,Annan,Tainan City,30,Good
04-08-2023 22:00,Annan,Tainan City,31,Good
04-08-2023 21:00,Annan,Tainan City,31,Good
04-08-2023 20:00,Annan,Tainan City,30,Good
04-08-2023 19:00,Annan,Tainan City,30,Good
04-08-2023 18:00,Annan,Tainan City,30,Good
04-08-2023 17:00,Annan,Tainan City,30,Good
04-08-2023 16:00,Annan,Tainan City,31,Good
04-08-2023 15:00,Annan,Tainan City,31,Good
04-08-2023 14:00,Annan,Tainan City,32,Good
04-08-2023 13:00,Annan,Tainan City,31,Good
04-08-2023 12:00,Annan,Tainan City,30,Good
04-08-2023 11:00,Annan,Tainan City,30,Good
04-08-2023 10:00,Annan,Tainan City,28,Good
04-08-2023 09:00,Annan,Tainan City,26,Good
04-08-2023 08:00,Annan,Tainan City,25,Good
04-08-2023 07:00,Annan,Tainan City,24,Good
04-08-2023 06:00,Annan,Tainan City,24,Good
04-08-2023 05:00,Annan,Tainan City,23,Good
04-08-2023 04:00,Annan,Tainan City,21,Good
04-08-2023 03:00,Annan,Tainan City,20,Good
04-08-2023 02:00,Annan,Tainan City,20,Good
04-08-2023 01:00,Annan,Tainan City,21,Good
04-08-2023 00:00,Annan,Tainan City,23,Good
03-08-2023 23:00,Annan,Tainan City,26,Good
03-08-2023 22:00,Annan,Tainan City,29,Good
03-08-2023 21:00,Annan,Tainan City,31,Good
03-08-2023 20:00,Annan,Tainan City,33,Good
03-08-2023 19:00,Annan,Tainan City,35,Good
03-08-2023 18:00,Annan,Tainan City,37,Good
03-08-2023 17:00,Annan,Tainan City,38,Good
03-08-2023 16:00,Annan,Tainan City,38,Good
03-08-2023 15:00,Annan,Tainan City,37,Good
03-08-2023 14:00,Annan,Tainan City,35,Good
03-08-2023 13:00,Annan,Tainan City,35,Good
03-08-2023 12:00,Annan,Tainan City,37,Good
03-08-2023 11:00,Annan,Tainan City,38,Good
03-08-2023 10:00,Annan,Tainan City,36,Good
03-08-2023 09:00,Annan,Tainan City,36,Good
03-08-2023 08:00,Annan,Tainan City,37,Good
03-08-2023 07:00,Annan,Tainan City,36,Good
03-08-2023 06:00,Annan,Tainan City,35,Good
03-08-2023 05:00,Annan,Tainan City,37,Good
03-08-2023 04:00,Annan,Tainan City,36,Good
03-08-2023 03:00,Annan,Tainan City,38,Good
03-08-2023 02:00,Annan,Tainan City,37,Good
03-08-2023 01:00,Annan,Tainan City,35,Good
03-08-2023 00:00,Annan,Tainan City,34,Good
02-08-2023 23:00,Annan,Tainan City,33,Good
02-08-2023 22:00,Annan,Tainan City,35,Good
02-08-2023 21:00,Annan,Tainan City,35,Good
02-08-2023 20:00,Annan,Tainan City,36,Good
02-08-2023 19:00,Annan,Tainan City,35,Good
02-08-2023 18:00,Annan,Tainan City,34,Good
02-08-2023 17:00,Annan,Tainan City,32,Good
02-08-2023 16:00,Annan,Tainan City,30,Good
02-08-2023 15:00,Annan,Tainan City,26,Good
02-08-2023 14:00,Annan,Tainan City,21,Good
02-08-2023 13:00,Annan,Tainan City,18,Good
02-08-2023 12:00,Annan,Tainan City,17,Good
02-08-2023 11:00,Annan,Tainan City,19,Good
02-08-2023 10:00,Annan,Tainan City,23,Good
